product_id,brand,model_name,category,gender_target,size_system_primary,size_range_primary,sizes_available_uk,sizes_available_us,sizes_available_eu,foot_length_min_cm,foot_length_max_cm,width_options,recommended_foot_width_cm_min,recommended_foot_width_cm_max,fit_profile,cushioning_level,arch_support,material_upper,outsole_type,weight_g,colors,price_usd,rating_avg,review_count,stock_status,image_url,description_short,sources_used
skechers-trailblazer-plus-trail-45,Skechers,Trailblazer Plus,Trail,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.7,29.9,Narrow|Regular|Wide,8.65,10.85,snug,high,high,gore-tex membrane,Vibram-style rubber,360,white|tan|blue,146.17,4.3,56,in_stock,,"Built for trail days: gore-tex membrane upper, durable Vibram-style rubber outsole, high cushion, high support, and a snug fit.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-wingtip-elite-formal-46,HOKA,Wingtip Elite,Formal,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30,Regular,9.16,11.36,regular,medium,low,suede leather,rubber,385,black|beige|orange,154.83,4.8,9,out_of_stock,,"Built for formal days: suede leather upper, durable rubber outsole, medium cushion, low support, and a regular fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-cross-plus-athletic-47,Skechers,Cross Plus,Athletic,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.7,30,Regular|Wide,9.36,10.86,regular,high,medium,synthetic leather,TPU,297,red|purple,72.96,4.6,21,in_stock,,Athletic shoe with synthetic leather upper and TPU outsole; high cushioning and medium arch support for a regular feel.,skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-derby-iii-formal-48,ASICS,Derby III,Formal,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30.1,Narrow|Regular,9.18,10.48,regular,medium,medium,full-grain leather,rubber,452,purple|red|pink|blue,177.37,3.8,80,in_stock,,Formal shoe with full-grain leather upper and rubber outsole; medium cushioning and medium arch support for a regular feel.,asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-charge-6-athletic-49,Brooks,Charge 6,Athletic,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,29.9,Regular,9.15,11.35,regular,medium,medium,synthetic leather,non-marking rubber,323,orange|navy,122.62,4.3,66,in_stock,,Athletic shoe with synthetic leather upper and non-marking rubber outsole; medium cushioning and medium arch support for a regular feel.,brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-summit-7-trail-50,ASICS,Summit 7,Trail,Unisex,UK,UK 3.5-12,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",22.3,29.9,Narrow|Regular|Wide,8.76,10.96,roomy,low,medium,gore-tex membrane,lugged rubber,367,tan|blue|orange|brown,185.71,4.7,93,in_stock,,"Built for trail days: gore-tex membrane upper, durable lugged rubber outsole, low cushion, medium support, and a roomy fit.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
saucony-wingtip-ii-formal-51,Saucony,Wingtip II,Formal,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.8,30.1,Narrow|Regular,9.26,10.56,snug,medium,medium,suede leather,rubber,458,green|red,157.88,4,299,out_of_stock,,"Saucony formal footwear featuring suede leather, rubber, medium cushioning, medium arch support, and a snug profile.",saucony.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
nike-aero-iii-running-52,Nike,Aero III,Running,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,26.9,Narrow|Regular,8.07,9.37,regular,medium,high,engineered mesh,carbon rubber,290,purple|beige|black,143.07,4.4,40,low_stock,,Running shoe with engineered mesh upper and carbon rubber outsole; medium cushioning and high arch support for a regular feel.,nike.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-nimbus-x-pro-running-53,New Balance,Nimbus X Pro,Running,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.7,29.8,Narrow|Regular|Wide,9.18,11.38,snug,medium,low,engineered mesh,carbon rubber,252,purple|blue|brown|beige,166.33,4.5,67,in_stock,,"New Balance running footwear featuring engineered mesh, carbon rubber, medium cushioning, low arch support, and a snug profile.",newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-outback-5-trail-54,Timberland,Outback 5,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,27.1,Regular,8.11,10.31,snug,high,medium,ripstop mesh,sticky rubber,382,white|grey|red,138.63,4,78,in_stock,,"Built for trail days: ripstop mesh upper, durable sticky rubber outsole, high cushion, medium support, and a snug fit.",timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
saucony-glide-ii-runner-running-55,Saucony,Glide II Runner,Running,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,27.1,Regular,8.13,10.33,roomy,medium,medium,knit mesh,carbon rubber,237,orange|red|blue,147.91,4.8,39,in_stock,,Running shoe with knit mesh upper and carbon rubber outsole; medium cushioning and medium arch support for a roomy feel.,saucony.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
saucony-endorphin-9-gt-running-56,Saucony,Endorphin 9 GT,Running,Female,UK,UK 3.5-8.5,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","38,39,40,40.5,41,42,43,43.5,44,45,46",22.1,27,Regular,8.18,10.38,regular,low,medium,synthetic mesh,carbon rubber,208,red|beige,120.25,3.7,35,in_stock,,"Built for running days: synthetic mesh upper, durable carbon rubber outsole, low cushion, medium support, and a regular fit.",saucony.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-stride-plus-running-57,Skechers,Stride Plus,Running,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.7,30,Narrow|Regular,9.22,10.52,roomy,high,high,synthetic mesh,blown rubber,286,beige|orange,124.52,4,75,in_stock,,"Built for running days: synthetic mesh upper, durable blown rubber outsole, high cushion, high support, and a roomy fit.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-derby-i-formal-58,Vans,Derby I,Formal,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30.1,Narrow,9.18,9.88,snug,medium,medium,patent leather,rubber,434,blue|red|pink,123.48,3.8,25,low_stock,,Formal shoe with patent leather upper and rubber outsole; medium cushioning and medium arch support for a snug feel.,vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-drive-i-athletic-59,Reebok,Drive I,Athletic,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.3,29.5,Regular,9.05,11.25,regular,medium,medium,knit,non-marking rubber,338,red|orange,112.27,3.8,22,in_stock,,Athletic shoe with knit upper and non-marking rubber outsole; medium cushioning and medium arch support for a regular feel.,reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-cross-ii-athletic-60,Brooks,Cross II,Athletic,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.2,29.6,Regular|Wide,9.75,11.25,regular,low,medium,knit,rubber,278,green|brown|pink,111.22,4.2,19,in_stock,,"Brooks athletic footwear featuring knit, rubber, low cushioning, medium arch support, and a regular profile.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-canyon-7-trail-61,Adidas,Canyon 7,Trail,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.3,29.6,Regular|Wide,9.77,11.27,regular,low,low,synthetic mesh,lugged rubber,407,yellow|pink|blue|white,151.82,4.1,12,low_stock,,"Adidas trail footwear featuring synthetic mesh, lugged rubber, low cushioning, low arch support, and a regular profile.",adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-summit-prime-trail-62,ASICS,Summit Prime,Trail,Unisex,UK,UK 3.5-12,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",22.2,29.9,Regular,8.74,10.94,snug,medium,high,synthetic mesh,sticky rubber,403,navy|white|grey,117.17,4.1,42,in_stock,,Trail shoe with synthetic mesh upper and sticky rubber outsole; medium cushioning and high arch support for a snug feel.,asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-grit-i-trail-63,Reebok,Grit I,Trail,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.6,26.6,Narrow|Regular|Wide,8.02,10.22,snug,medium,medium,synthetic mesh,Vibram-style rubber,336,blue|brown,140.54,4,32,in_stock,,Trail shoe with synthetic mesh upper and Vibram-style rubber outsole; medium cushioning and medium arch support for a snug feel.,reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
converse-wingtip-ii-formal-64,Converse,Wingtip II,Formal,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,30,Narrow|Regular,9.15,10.45,roomy,medium,high,suede leather,leather,420,beige|tan|brown,132.1,3.6,29,out_of_stock,,"Built for formal days: suede leather upper, durable leather outsole, medium cushion, high support, and a roomy fit.",converse.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-flex-9-athletic-65,ASICS,Flex 9,Athletic,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,27.1,Regular,8.13,10.33,regular,medium,high,knit,non-marking rubber,237,orange|beige|black,141.99,4.1,116,in_stock,,"Built for athletic days: knit upper, durable non-marking rubber outsole, medium cushion, high support, and a regular fit.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
salomon-cross-elite-athletic-66,Salomon,Cross Elite,Athletic,Unisex,UK,UK 3.5-12,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",22.1,29.9,Narrow|Regular|Wide,8.72,10.92,roomy,high,medium,synthetic leather,TPU,298,red|brown,151.68,4.9,87,in_stock,,Athletic shoe with synthetic leather upper and TPU outsole; high cushioning and medium arch support for a roomy feel.,salomon.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-summit-x-trail-67,ASICS,Summit X,Trail,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.8,26.7,Narrow|Regular|Wide,8.07,10.27,regular,medium,high,ripstop mesh,lugged rubber,387,yellow|purple|white,156.28,4,54,in_stock,,Trail shoe with ripstop mesh upper and lugged rubber outsole; medium cushioning and high arch support for a regular feel.,asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-hyper-8-athletic-68,Reebok,Hyper 8,Athletic,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.9,30,Regular|Wide,9.4,10.9,roomy,medium,medium,knit,rubber,306,red|purple|tan,152.35,4.7,65,in_stock,,"Built for athletic days: knit upper, durable rubber outsole, medium cushion, medium support, and a roomy fit.",reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-outback-iii-trail-69,Timberland,Outback III,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,27.1,Narrow|Regular|Wide,8.11,10.31,regular,medium,high,gore-tex membrane,lugged rubber,348,red|white,162.77,4.5,59,in_stock,,"Built for trail days: gore-tex membrane upper, durable lugged rubber outsole, medium cushion, high support, and a regular fit.",timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-canvas-plus-casual-70,ASICS,Canvas Plus,Casual,Unisex,UK,UK 3.5-12,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",22.2,30,Regular,8.76,10.96,regular,low,medium,leather,rubber,429,purple|grey|yellow,97.27,4.5,33,in_stock,,"ASICS casual footwear featuring leather, rubber, low cushioning, medium arch support, and a regular profile.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-grit-ii-trail-71,Merrell,Grit II,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27.1,Regular,8.15,10.35,regular,medium,low,synthetic mesh,lugged rubber,347,white|black|navy,175.98,4.6,134,in_stock,,Trail shoe with synthetic mesh upper and lugged rubber outsole; medium cushioning and low arch support for a regular feel.,merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-edge-i-athletic-72,Merrell,Edge I,Athletic,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,26.8,Regular,8.09,10.29,regular,medium,medium,synthetic leather,non-marking rubber,305,brown|yellow,106.16,4.6,51,in_stock,,"Merrell athletic footwear featuring synthetic leather, non-marking rubber, medium cushioning, medium arch support, and a regular profile.",merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-brogue-elite-formal-73,Brooks,Brogue Elite,Formal,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.2,29.5,Regular|Wide,9.73,11.23,regular,medium,medium,patent leather,leather,347,blue|brown,122.98,4.7,68,low_stock,,"Built for formal days: patent leather upper, durable leather outsole, medium cushion, medium support, and a regular fit.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-court-elite-casual-74,Merrell,Court Elite,Casual,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.9,29.9,Narrow|Regular,8.68,9.98,roomy,medium,medium,synthetic leather,cupsole rubber,382,red|black|orange|navy,78.19,3.9,9,in_stock,,"Merrell casual footwear featuring synthetic leather, cupsole rubber, medium cushioning, medium arch support, and a roomy profile.",merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-brogue-9-formal-75,Vans,Brogue 9,Formal,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.6,30.1,Wide,10.42,11.42,regular,high,medium,patent leather,rubber,372,purple|white|pink,114.41,3.8,31,in_stock,,"Built for formal days: patent leather upper, durable rubber outsole, high cushion, medium support, and a regular fit.",vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-aero-i-running-76,Vans,Aero I,Running,Male,UK,UK 6.5-11.5,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.8,29.6,Narrow|Regular|Wide,9.16,11.36,regular,medium,medium,knit mesh,blown rubber,350,red|orange|black|white,109,4.6,169,in_stock,,Running shoe with knit mesh upper and blown rubber outsole; medium cushioning and medium arch support for a regular feel.,vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-nimbus-ii-premium-running-77,HOKA,Nimbus II Premium,Running,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.4,29.7,Narrow|Regular|Wide,9.11,11.31,snug,medium,medium,knit mesh,rubber,273,brown|blue|green,115.09,4.5,304,in_stock,,"Built for running days: knit mesh upper, durable rubber outsole, medium cushion, medium support, and a snug fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-flex-9-athletic-78,Brooks,Flex 9,Athletic,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.8,30,Regular|Wide,9.94,11.44,roomy,medium,low,synthetic mesh,non-marking rubber,303,pink|tan|white,91.98,4.1,47,in_stock,,"Built for athletic days: synthetic mesh upper, durable non-marking rubber outsole, medium cushion, low support, and a roomy fit.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-canvas-9-casual-79,Reebok,Canvas 9,Casual,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,27.1,Narrow|Regular|Wide,8.11,10.31,regular,medium,medium,synthetic leather,cupsole rubber,344,beige|white|purple,71.4,3.2,29,in_stock,,"Built for casual days: synthetic leather upper, durable cupsole rubber outsole, medium cushion, medium support, and a regular fit.",reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
saucony-power-6-athletic-80,Saucony,Power 6,Athletic,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.8,30,Narrow|Regular|Wide,9.24,11.44,roomy,high,medium,synthetic mesh,rubber,287,brown|black|white|yellow,113.46,4,28,in_stock,,Athletic shoe with synthetic mesh upper and rubber outsole; high cushioning and medium arch support for a roomy feel.,saucony.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
converse-hyper-i-athletic-81,Converse,Hyper I,Athletic,Unisex,UK,UK 3-11.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",21.8,29.7,Narrow|Regular|Wide,8.63,10.83,regular,medium,low,synthetic leather,rubber,352,grey|orange|beige,95.79,4.3,41,low_stock,,Athletic shoe with synthetic leather upper and rubber outsole; medium cushioning and low arch support for a regular feel.,converse.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-pace-plus-boost-running-82,ASICS,Pace Plus Boost,Running,Unisex,UK,UK 3.5-12,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",22.1,30,Regular|Wide,9.44,10.94,regular,medium,medium,knit mesh,carbon rubber,259,purple|yellow|orange,136.89,4.4,164,in_stock,,"Built for running days: knit mesh upper, durable carbon rubber outsole, medium cushion, medium support, and a regular fit.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-grit-4-trail-83,Merrell,Grit 4,Trail,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.2,29.5,Narrow,9.03,9.73,regular,medium,medium,gore-tex membrane,Vibram-style rubber,351,blue|navy,174.19,4.1,208,in_stock,,Trail shoe with gore-tex membrane upper and Vibram-style rubber outsole; medium cushioning and medium arch support for a regular feel.,merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-surge-8-running-84,New Balance,Surge 8,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30.1,Narrow|Regular|Wide,9.18,11.38,regular,medium,medium,engineered mesh,carbon rubber,273,tan|red|yellow|black,152.99,4.1,100,out_of_stock,,Running shoe with engineered mesh upper and carbon rubber outsole; medium cushioning and medium arch support for a regular feel.,newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
converse-stride-ii-running-85,Converse,Stride II,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,29.8,Narrow|Regular|Wide,9.13,11.33,snug,medium,medium,knit mesh,carbon rubber,257,green|black,148.88,3.9,24,in_stock,,"Built for running days: knit mesh upper, durable carbon rubber outsole, medium cushion, medium support, and a snug fit.",converse.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
